АВС/ DEF;От;До;Емкость;Оператор;Регион
950	;	5341785	;	5341787	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341788	;	5341788	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341789	;	5341797	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341798	;	5341798	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341799	;	5341799	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341800	;	5341800	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341801	;	5341888	;	88	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341889	;	5341889	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341890	;	5341896	;	7	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341897	;	5341897	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341898	;	5341900	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341901	;	5341901	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341902	;	5341907	;	6	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341908	;	5341908	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341909	;	5341914	;	6	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341915	;	5341915	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341916	;	5341956	;	41	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341957	;	5341957	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341958	;	5341958	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341959	;	5341959	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341960	;	5341978	;	19	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341979	;	5341979	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341980	;	5341982	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341983	;	5341983	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5341984	;	5342003	;	20	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342004	;	5342004	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342005	;	5342021	;	17	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342022	;	5342022	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342023	;	5342039	;	17	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342040	;	5342040	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342041	;	5342042	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342043	;	5342043	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342044	;	5342094	;	51	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342095	;	5342095	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342096	;	5342096	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342097	;	5342097	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342098	;	5342116	;	19	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342117	;	5342117	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342118	;	5342166	;	49	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342167	;	5342167	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342168	;	5342192	;	25	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342193	;	5342193	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342194	;	5342220	;	27	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342221	;	5342221	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342222	;	5342223	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342224	;	5342224	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342225	;	5342226	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342227	;	5342227	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342228	;	5342230	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342231	;	5342231	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342232	;	5342254	;	23	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342255	;	5342255	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342256	;	5342263	;	8	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342264	;	5342264	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342265	;	5342276	;	12	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342277	;	5342277	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342278	;	5342285	;	8	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342286	;	5342286	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342287	;	5342298	;	12	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342299	;	5342299	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342300	;	5342315	;	16	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342316	;	5342316	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342317	;	5342322	;	6	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342323	;	5342323	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342324	;	5342334	;	11	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342335	;	5342335	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342336	;	5342350	;	15	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342351	;	5342351	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342352	;	5342366	;	15	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342367	;	5342367	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342368	;	5342391	;	24	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342392	;	5342393	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342394	;	5342411	;	18	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342412	;	5342413	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342414	;	5342422	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342423	;	5342423	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342424	;	5342444	;	21	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342445	;	5342445	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342446	;	5342456	;	11	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342457	;	5342457	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342458	;	5342498	;	41	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342499	;	5342499	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342500	;	5342531	;	32	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342532	;	5342532	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342533	;	5342539	;	7	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342540	;	5342540	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342541	;	5342577	;	37	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342578	;	5342578	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342579	;	5342608	;	30	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342609	;	5342609	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342610	;	5342624	;	15	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342625	;	5342625	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342626	;	5342637	;	12	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342638	;	5342638	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342639	;	5342641	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342642	;	5342642	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342643	;	5342646	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342647	;	5342647	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342648	;	5342655	;	8	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342656	;	5342656	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342657	;	5342674	;	18	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342675	;	5342675	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342676	;	5342679	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342680	;	5342680	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342681	;	5342683	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342684	;	5342684	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342685	;	5342694	;	10	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342695	;	5342695	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342696	;	5342707	;	12	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342708	;	5342708	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342709	;	5342734	;	26	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342735	;	5342735	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342736	;	5342756	;	21	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342757	;	5342757	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342758	;	5342788	;	31	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342789	;	5342789	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342790	;	5342806	;	17	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342807	;	5342807	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5342808	;	5343013	;	206	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343014	;	5343014	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343015	;	5343015	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343016	;	5343016	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343017	;	5343017	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343018	;	5343018	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343019	;	5343021	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343022	;	5343022	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343023	;	5343784	;	762	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343785	;	5343786	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5343787	;	5345090	;	1304	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345091	;	5345091	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345092	;	5345093	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345094	;	5345094	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345095	;	5345110	;	16	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345111	;	5345111	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345112	;	5345147	;	36	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345148	;	5345149	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5345150	;	5349603	;	4454	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5349604	;	5349604	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5349605	;	5350012	;	408	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350013	;	5350013	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350014	;	5350015	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350016	;	5350016	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350017	;	5350017	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350018	;	5350018	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350019	;	5350027	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350028	;	5350028	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350029	;	5350030	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350031	;	5350032	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350033	;	5350035	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350036	;	5350037	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350038	;	5350040	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350041	;	5350041	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350042	;	5350044	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350045	;	5350045	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350046	;	5350053	;	8	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350054	;	5350054	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350055	;	5350057	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350058	;	5350059	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350060	;	5350063	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350064	;	5350064	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350065	;	5350067	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350068	;	5350069	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350070	;	5350070	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350071	;	5350071	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350072	;	5350072	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350073	;	5350073	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350074	;	5350083	;	10	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350084	;	5350084	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350085	;	5350085	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350086	;	5350086	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350087	;	5350092	;	6	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350093	;	5350096	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350097	;	5350101	;	5	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350102	;	5350102	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350103	;	5350107	;	5	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350108	;	5350108	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350109	;	5350111	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350112	;	5350112	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350113	;	5350116	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350117	;	5350117	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350118	;	5350145	;	28	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350146	;	5350146	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350147	;	5350147	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350148	;	5350148	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350149	;	5350155	;	7	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350156	;	5350156	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350157	;	5350165	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350166	;	5350168	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350169	;	5350170	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350171	;	5350171	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350172	;	5350172	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350173	;	5350173	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350174	;	5350180	;	7	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350181	;	5350182	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350183	;	5350185	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350186	;	5350186	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350187	;	5350201	;	15	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350202	;	5350202	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350203	;	5350203	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350204	;	5350204	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350205	;	5350213	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350214	;	5350214	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350215	;	5350219	;	5	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350220	;	5350220	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350221	;	5350221	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350222	;	5350222	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350223	;	5350223	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350224	;	5350224	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350225	;	5350241	;	17	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350242	;	5350242	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350243	;	5350247	;	5	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350248	;	5350248	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350249	;	5350257	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350258	;	5350259	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350260	;	5350267	;	8	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350268	;	5350268	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350269	;	5350269	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350270	;	5350270	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350271	;	5350273	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350274	;	5350274	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350275	;	5350283	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350284	;	5350285	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350286	;	5350289	;	4	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350290	;	5350290	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350291	;	5350292	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350293	;	5350293	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350294	;	5350294	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350295	;	5350295	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350296	;	5350298	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350299	;	5350299	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350300	;	5350302	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350303	;	5350303	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350304	;	5350315	;	12	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350316	;	5350316	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350317	;	5350321	;	5	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350322	;	5350322	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350323	;	5350328	;	6	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350329	;	5350329	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350330	;	5350332	;	3	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350333	;	5350333	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350334	;	5350335	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350336	;	5350336	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350337	;	5350338	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350339	;	5350340	;	2	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350341	;	5350347	;	7	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350348	;	5350348	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350349	;	5350393	;	45	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350394	;	5350394	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350395	;	5350443	;	49	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350444	;	5350444	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350445	;	5350460	;	16	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350461	;	5350461	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350462	;	5350471	;	10	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350472	;	5350472	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350473	;	5350624	;	152	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350625	;	5350625	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350626	;	5350634	;	9	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
950	;	5350635	;	5350635	;	1	;	ООО "Т2 Мобайл"	;	Ханты - Мансийский - Югра АО
